UMAP1,UMAP2,condition,study,sample
0.712697783473458,0.632094888864202,KIRP,TCGA,TCGA-2Z-A9J5-01
1.54183111505497,-0.405872369312164,KIRP,TCGA,TCGA-P4-A5E6-01
1.68614583690482,2.79505328331592,KIRP,TCGA,TCGA-P4-A5EB-01
0.403129942255338,-0.301871347871108,KIRP,TCGA,TCGA-UZ-A9PP-01
1.494843797099,1.65054276876531,KIRP,TCGA,TCGA-BQ-7046-01
1.21327669290744,2.25448464014001,KIRP,TCGA,TCGA-BQ-7048-01
-1.62906167207784,-2.3508434598367,KIRP,TCGA,TCGA-P4-A5ED-01
1.47860949161472,2.67746412458374,KIRP,TCGA,TCGA-2Z-A9J8-01
-1.30725593881488,0.272782957437177,KIRP,TCGA,TCGA-G7-6792-01
0.32350047732511,1.25782125521634,KIRP,TCGA,TCGA-5P-A9JZ-01
-1.65558228842527,0.124051431051178,KIRP,TCGA,TCGA-P4-A5E7-01
1.07753581665403,2.02830618604255,KIRP,TCGA,TCGA-BQ-5875-01
0.000245688035639513,-1.35296900055055,KIRP,TCGA,TCGA-UZ-A9PR-01
0.796880085814402,1.73863648066744,KIRP,TCGA,TCGA-HE-A5NF-01
-0.915039433911663,1.45735126047122,KIRP,TCGA,TCGA-HE-7129-01
-0.870048592615451,-0.518227162262923,KIRP,TCGA,TCGA-DZ-6132-01
-0.753060597277702,-1.75037212603373,KIRP,TCGA,TCGA-G7-A8LE-01
0.490430836477465,0.661895468184816,KIRP,TCGA,TCGA-DZ-6131-01
0.805698038567095,2.89052499282008,KIRP,TCGA,TCGA-P4-AAVO-01
1.10279452615228,-1.98107098520277,KIRP,TCGA,TCGA-5P-A9K2-01
0.415730390791446,1.30685636482186,KIRP,TCGA,TCGA-2Z-A9J1-01
-1.90141124397241,0.158851532855132,KIRP,TCGA,TCGA-2Z-A9J9-01
1.13989338017052,-0.0256128446603396,KIRP,TCGA,TCGA-DZ-6135-01
-0.988103810372759,-0.969865095019767,KIRP,TCGA,TCGA-HE-A5NK-01
-0.352613155956091,1.03846149983471,KIRP,TCGA,TCGA-5P-A9K4-01
0.493594077840098,-0.872733695387137,KIRP,TCGA,TCGA-G7-6796-01
0.718638028659324,2.56765836070963,KIRP,TCGA,TCGA-UZ-A9PS-01
-0.877787738996778,-1.70240055440031,KIRP,TCGA,TCGA-AL-3467-01
-0.151810505902261,0.715821566025062,KIRP,TCGA,TCGA-AL-7173-01
-2.87787507036922,-2.13321319483857,KIRP,TCGA,TCGA-5P-A9KH-01
0.257272237358721,1.47738487908118,KIRP,TCGA,TCGA-5P-A9JV-01
-0.145725483989265,-2.06043687414658,KIRP,TCGA,TCGA-AL-3472-01
1.07007548179868,-0.681285915655043,KIRP,TCGA,TCGA-UZ-A9PX-01
1.25958909525382,2.59788394249076,KIRP,TCGA,TCGA-BQ-5878-01
1.54518420035496,1.1920726386045,KIRP,TCGA,TCGA-5P-A9K6-01
1.9940000665948,1.99852218521474,KIRP,TCGA,TCGA-UZ-A9PO-01
0.0737040730068495,1.5584755438062,KIRP,TCGA,TCGA-AL-3473-01
1.51163273816362,1.81916118777772,KIRP,TCGA,TCGA-BQ-7050-01
2.59006065367033,1.76782526806584,KIRP,TCGA,TCGA-A4-7288-01
1.14337758950208,1.18165507686213,KIRP,TCGA,TCGA-DZ-6134-01
1.84015902304308,1.42980103538075,KIRP,TCGA,TCGA-2Z-A9J2-01
-1.98947666780256,-2.13570054765673,KIRP,TCGA,TCGA-HE-7130-01
1.99011733223883,0.724367927430144,KIRP,TCGA,TCGA-2Z-A9J6-01
-0.41316682163119,0.0892668886088597,KIRP,TCGA,TCGA-2Z-A9JE-01
-0.438211618469608,-1.9251084830401,KIRP,TCGA,TCGA-HE-A5NJ-01
0.0407431151471367,2.05821134074941,KIRP,TCGA,TCGA-2Z-A9JG-01
0.909206807980792,0.0371963366749877,KIRP,TCGA,TCGA-SX-A7SS-01
2.09477644891859,2.54408270189098,KIRP,TCGA,TCGA-P4-AAVK-01
2.07410347731302,2.66265317393601,KIRP,TCGA,TCGA-G7-6790-01
0.0439476112929646,1.35321656740535,KIRP,TCGA,TCGA-2Z-A9JI-01
2.17952125124168,2.48067330931521,KIRP,TCGA,TCGA-UZ-A9Q1-01
1.85967566521949,2.04314419929836,KIRP,TCGA,TCGA-P4-AAVM-01
1.97269311999104,2.70789322971186,KIRP,TCGA,TCGA-BQ-7051-01
0.834831907901062,2.22695918743247,KIRP,TCGA,TCGA-BQ-7053-01
-0.603223333042453,-1.98479855328858,KIRP,TCGA,TCGA-SX-A71S-01
0.434150672954061,-1.79671078084122,KIRP,TCGA,TCGA-DW-5560-01
0.595258501371904,-2.10038987661082,KIRP,TCGA,TCGA-SX-A71R-01
1.74266846871728,0.95010959276891,KIRP,TCGA,TCGA-BQ-5881-01
-0.668021794409572,1.43000169417242,KIRP,TCGA,TCGA-UZ-A9PV-01
0.13778498451302,0.951061266706959,KIRP,TCGA,TCGA-SX-A71U-01
1.45449198628812,1.0450298062538,KIRP,TCGA,TCGA-B9-5156-01
-0.21627810870863,-2.0800493943548,KIRP,TCGA,TCGA-SX-A7SU-01
0.349162785467462,2.3638687248805,KIRP,TCGA,TCGA-5P-A9K8-01
0.183290803234831,0.132210579103357,KIRP,TCGA,TCGA-SX-A7SQ-01
1.78540570759909,1.84971759254514,KIRP,TCGA,TCGA-SX-A7SO-01
1.2817773614078,2.51921568023853,KIRP,TCGA,TCGA-B1-5398-01
-2.43957429900653,-1.61107055474821,KIRP,TCGA,TCGA-BQ-5883-01
1.04023919287473,0.850822127283735,KIRP,TCGA,TCGA-DW-7963-01
-1.74945983210933,-0.0753795093064618,KIRP,TCGA,TCGA-2Z-A9JJ-01
1.14490808117867,-1.57333646264261,KIRP,TCGA,TCGA-G7-6795-01
0.874051735179198,1.28340516882244,KIRP,TCGA,TCGA-WN-AB4C-01
-0.0414491270545756,1.4054779052492,KIRP,TCGA,TCGA-2Z-A9JK-01
2.31430101257428,0.625970283664345,KIRP,TCGA,TCGA-DW-7837-01
0.00840660619676154,1.53206699850376,KIRP,TCGA,TCGA-B1-7332-01
0.280466255620215,-2.18052610969231,KIRP,TCGA,TCGA-B1-A47N-01
-0.526631051964849,-1.84804252189707,KIRP,TCGA,TCGA-DW-7836-01
-0.280447808646729,0.856568813198077,KIRP,TCGA,TCGA-SX-A71W-01
2.36769157548933,1.92901310122922,KIRP,TCGA,TCGA-2Z-A9JD-01
-2.53375037763451,-2.51882850009119,KIRP,TCGA,TCGA-B3-4104-01
-0.283507352820615,-0.172494296243339,KIRP,TCGA,TCGA-MH-A55W-01
-1.17983404062733,-1.35851764923783,KIRP,TCGA,TCGA-EV-5901-01
-0.0480008003394335,-1.06976946043849,KIRP,TCGA,TCGA-B3-3925-01
0.115793065773767,-0.566967467194396,KIRP,TCGA,TCGA-2Z-A9JL-01
0.141587174842161,1.75018082184143,KIRP,TCGA,TCGA-V9-A7HT-01
1.85920376451725,2.32206666545478,KIRP,TCGA,TCGA-2Z-A9JO-01
-1.50896735625828,-0.219256611211771,KIRP,TCGA,TCGA-MH-A856-01
0.507121260893879,-0.356976317302861,KIRP,TCGA,TCGA-2Z-A9JM-01
0.664424680072558,0.283545049232182,KIRP,TCGA,TCGA-B3-4103-01
0.15501691304321,1.62670717668999,KIRP,TCGA,TCGA-A4-7997-01
1.27944023565378,2.00745396015126,KIRP,TCGA,TCGA-MH-A560-01
1.32101080152883,-0.481949615023377,KIRP,TCGA,TCGA-BQ-5885-01
0.487538899195811,1.98376926630866,KIRP,TCGA,TCGA-A4-8098-01
1.42747972702751,1.3573723900801,KIRP,TCGA,TCGA-2Z-A9JP-01
-2.57610721894714,-1.71938815707397,KIRP,TCGA,TCGA-MH-A857-01
1.54227739542552,-0.836098971239708,KIRP,TCGA,TCGA-KV-A6GE-01
-1.18402727639097,-0.871500307108569,KIRP,TCGA,TCGA-B3-3926-01
0.201771176317302,2.32354848236668,KIRP,TCGA,TCGA-SX-A71V-01
0.337704735939672,0.019045279324758,KIRP,TCGA,TCGA-B9-4114-01
0.99483394309777,-1.78129693373379,KIRP,TCGA,TCGA-MH-A55Z-01
1.21642244509776,-0.0858021509019742,KIRP,TCGA,TCGA-5P-A9KF-01
0.179418039955863,1.15109059219597,KIRP,TCGA,TCGA-B1-A47O-01
-0.690184348883501,-0.626731197192771,KIRP,TCGA,TCGA-MH-A561-01
-0.757305747340421,1.62970655995844,KIRP,TCGA,TCGA-GL-8500-01
1.42692812047564,2.31694320729073,KIRP,TCGA,TCGA-5P-A9KE-01
-0.867814789286789,1.28730500416454,KIRP,TCGA,TCGA-SX-A7SL-01
0.858689389230548,-0.734428930628196,KIRP,TCGA,TCGA-SX-A7SR-01
0.232602218933245,-1.32689263683832,KIRP,TCGA,TCGA-B9-4115-01
-1.54777403390764,-1.66689713382336,KIRP,TCGA,TCGA-BQ-7055-01
1.25350471246211,0.418365179042293,KIRP,TCGA,TCGA-BQ-5884-01
1.73773744596973,1.91466127873363,KIRP,TCGA,TCGA-BQ-5886-01
1.53367262227252,-0.438774271616652,KIRP,TCGA,TCGA-WN-A9G9-01
-0.43128830739662,-1.21058727868889,KIRP,TCGA,TCGA-HE-A5NH-01
0.766226437474349,-0.381492038601795,KIRP,TCGA,TCGA-G7-7502-01
0.176181662034737,2.31598300658215,KIRP,TCGA,TCGA-A4-8310-01
0.972992389573552,-1.85790874054153,KIRP,TCGA,TCGA-2Z-A9JQ-01
-0.541669287208755,-0.597965022586867,KIRP,TCGA,TCGA-BQ-5887-01
0.948048376178615,-0.806246825081496,KIRP,TCGA,TCGA-Y8-A8RY-01
0.496728989432585,-1.05963137937531,KIRP,TCGA,TCGA-G7-A4TM-01
1.41687784220869,-0.703751253269689,KIRP,TCGA,TCGA-HE-A5NL-01
-1.071711814971,1.2246269426311,KIRP,TCGA,TCGA-G7-6797-01
-0.88503062294685,-1.60207573380273,KIRP,TCGA,TCGA-EV-5903-01
-0.162365024165891,0.984622318451905,KIRP,TCGA,TCGA-DW-7838-01
-2.43137624029333,-1.59960995379662,KIRP,TCGA,TCGA-2Z-A9JN-01
-0.688385615834331,-0.307362066132065,KIRP,TCGA,TCGA-A4-8311-01
2.40657007270418,1.68656366174576,KIRP,TCGA,TCGA-A4-8515-01
-2.40656229007245,-1.61495478252621,KIRP,TCGA,TCGA-A4-8312-01
-0.889928961510833,-1.28256829244103,KIRP,TCGA,TCGA-G7-A8LC-01
1.43973620871924,-1.45647550519454,KIRP,TCGA,TCGA-2Z-A9JT-01
0.147058119909375,2.33069502514295,KIRP,TCGA,TCGA-IZ-8195-01
1.01788922134159,1.92142567285417,KIRP,TCGA,TCGA-5P-A9K0-01
-0.609558111831845,1.07812936104671,KIRP,TCGA,TCGA-B9-7268-01
0.23202647853255,-0.794713839295049,KIRP,TCGA,TCGA-B9-5155-01
0.157372981791324,0.533955826086618,KIRP,TCGA,TCGA-B1-A47M-01
0.292820966252957,-2.12066602463,KIRP,TCGA,TCGA-UZ-A9PZ-01
0.848896658991866,0.360018190905469,KIRP,TCGA,TCGA-A4-7584-01
-0.769362319060418,-1.73286324021605,KIRP,TCGA,TCGA-IZ-8196-01
0.430470628571492,-0.175517131199412,KIRP,TCGA,TCGA-B1-A657-01
-1.20848110556012,-0.396561409050424,KIRP,TCGA,TCGA-B9-4116-01
1.71262768918507,0.450791758015702,KIRP,TCGA,TCGA-B1-A656-01
1.08423214992281,-1.78088230699635,KIRP,TCGA,TCGA-B1-A654-01
1.20936923693279,-1.75943103407635,KIRP,TCGA,TCGA-MH-A562-01
0.708946453610359,2.40421181365768,KIRP,TCGA,TCGA-BQ-7056-01
0.89788094328477,1.643639416459,KIRP,TCGA,TCGA-IA-A40X-01
-0.182747251208384,-0.908193302862338,KIRP,TCGA,TCGA-PJ-A5Z8-01
1.25001702959939,1.88695898148403,KIRP,TCGA,TCGA-A4-8517-01
2.60180567408509,1.50784654886923,KIRP,TCGA,TCGA-BQ-5876-01
-0.0842398624119882,1.20065141812396,KIRP,TCGA,TCGA-B9-A5W7-01
0.363272501037341,-1.44066790335919,KIRP,TCGA,TCGA-A4-7732-01
-0.921325602378533,0.871938431902313,KIRP,TCGA,TCGA-EV-5902-01
0.145979617611359,0.180762131424133,KIRP,TCGA,TCGA-SX-A7SN-01
-0.654012792566478,-1.88531070193302,KIRP,TCGA,TCGA-Y8-A894-01
-1.19676219672648,0.0975997204558299,KIRP,TCGA,TCGA-Y8-A896-01
0.963756399307742,0.403153140228469,KIRP,TCGA,TCGA-KV-A6GD-01
1.50179191013398,0.547107041218293,KIRP,TCGA,TCGA-A4-7286-01
0.194284600674562,1.75023195491305,KIRP,TCGA,TCGA-Y8-A897-01
-1.17979828942112,-0.885742774073452,KIRP,TCGA,TCGA-UN-AAZ9-01
1.12155849197208,-2.15802333506557,KIRP,TCGA,TCGA-G7-A8LB-01
0.734055725666749,0.489911761455949,KIRP,TCGA,TCGA-GL-A59T-01
2.01981773119203,0.0341838832258701,KIRP,TCGA,TCGA-PJ-A5Z9-01
-0.361728313735761,0.48210921145733,KIRP,TCGA,TCGA-MH-A854-01
1.05366465673246,0.0664624591835994,KIRP,TCGA,TCGA-B9-A8YH-01
0.251408069890748,-0.497009732814469,KIRP,TCGA,TCGA-B9-A5W8-01
0.0831473760949207,-0.902096578107998,KIRP,TCGA,TCGA-A4-A4ZT-01
1.35351652422029,0.613075856853888,KIRP,TCGA,TCGA-IA-A40U-01
0.920027282211534,2.18156966267543,KIRP,TCGA,TCGA-B1-A655-01
1.42881657531698,1.4960697993112,KIRP,TCGA,TCGA-IZ-A6M8-01
2.78277575310863,2.0613019495329,KIRP,TCGA,TCGA-GL-A9DE-01
0.340868846991698,-1.78154727137425,KIRP,TCGA,TCGA-A4-A5DU-01
-0.0573105663788562,-1.62117736989263,KIRP,TCGA,TCGA-Y8-A895-01
2.01673484264025,2.62048989209293,KIRP,TCGA,TCGA-A4-A5XZ-01
0.164101040835502,0.178713249962145,KIRP,TCGA,TCGA-Y8-A898-01
-0.125229783724506,-1.97146250764294,KIRP,TCGA,TCGA-O9-A75Z-01
0.763525940542648,-0.0740470465001148,KIRP,TCGA,TCGA-B9-A69E-01
1.17410731671632,-0.672002746420397,KIRP,TCGA,TCGA-DW-7841-01
-0.330950092043622,1.90443525155621,KIRP,TCGA,TCGA-A4-8630-01
1.38013240713135,-1.42036601650014,KIRP,TCGA,TCGA-Q2-A5QZ-01
-0.627134025557897,-1.92056889022705,KIRP,TCGA,TCGA-DW-7839-01
0.828584189756093,-0.893726436103616,KIRP,TCGA,TCGA-DW-5561-01
1.02562879775403,2.36453484314072,KIRP,TCGA,TCGA-Y8-A8S1-01
-1.0450839872962,0.539057753568823,KIRP,TCGA,TCGA-BQ-5888-01
-1.19586409874085,-0.869578287988997,KIRP,TCGA,TCGA-F9-A7Q0-01
-0.331140364032583,-0.559112649681795,KIRP,TCGA,TCGA-5P-A9KA-01
-1.64910718406826,0.212014429166723,KIRP,TCGA,TCGA-GL-7773-01
-0.0896364088609735,1.47984864819298,KIRP,TCGA,TCGA-GL-A9DC-01
2.64353669118324,2.29817472166381,KIRP,TCGA,TCGA-4A-A93X-01
1.86203430427574,0.263301004754844,KIRP,TCGA,TCGA-J7-6720-01
1.33187242036772,-1.47750876296421,KIRP,TCGA,TCGA-A4-A6HP-01
-1.04592950227575,0.158518021565218,KIRP,TCGA,TCGA-B3-8121-01
1.64563300701862,2.26216461153781,KIRP,TCGA,TCGA-A4-A48D-01
0.0709082406175621,-0.374564657463551,KIRP,TCGA,TCGA-GL-A59R-01
2.47829108535542,2.06134966079933,KIRP,TCGA,TCGA-5P-A9KC-01
0.812119608267081,-1.815023265556,KIRP,TCGA,TCGA-IZ-A6M9-01
1.6557729557198,1.45164129382321,KIRP,TCGA,TCGA-B9-A8YI-01
2.20602135638662,1.99947213379856,KIRP,TCGA,TCGA-5P-A9JU-01
0.859033429976592,2.51665133731784,KIRP,TCGA,TCGA-MH-A855-01
0.29512945674456,1.68828520541113,KIRP,TCGA,TCGA-BQ-5892-01
0.555665058691841,0.845536240420268,KIRP,TCGA,TCGA-B9-A44B-01
0.616219349625872,-2.17935367938254,KIRP,TCGA,TCGA-HE-A5NI-01
1.16065625000528,0.283698174424444,KIRP,TCGA,TCGA-4A-A93Y-01
2.55472620885619,1.74957798608199,KIRP,TCGA,TCGA-KV-A74V-01
0.99576569274715,0.574323498539265,KIRP,TCGA,TCGA-GL-A9DD-01
0.136279316786144,2.41074392774731,KIRP,TCGA,TCGA-B3-A6W5-01
-2.54167807954101,-2.43403220262949,KIRP,TCGA,TCGA-J7-A8I2-01
1.06773511564483,2.87934698276834,KIRP,TCGA,TCGA-A4-A5Y0-01
-1.90224874188207,0.223398574428849,KIRP,TCGA,TCGA-A4-7828-01
2.75941192916004,2.21216707336126,KIRP,TCGA,TCGA-BQ-5890-01
1.53359566035092,0.409172613270972,KIRP,TCGA,TCGA-BQ-7059-01
2.2889644522035,2.07872411244383,KIRP,TCGA,TCGA-BQ-7061-01
-0.760888806071034,0.352742395203871,KIRP,TCGA,TCGA-2K-A9WE-01
1.91428551462836,2.08063450684226,KIRP,TCGA,TCGA-BQ-7060-01
1.51120003783523,2.55121563477921,KIRP,TCGA,TCGA-Y8-A8RZ-01
-0.284256550500817,-1.75464075771773,KIRP,TCGA,TCGA-Y8-A8S0-01
0.722391001310212,-0.14533201707678,KIRP,TCGA,TCGA-2Z-A9JR-01
0.739996066508182,0.902081107333126,KIRP,TCGA,TCGA-BQ-7062-01
0.891950974728481,-0.772328822126285,KIRP,TCGA,TCGA-DW-7840-01
-2.59612900879879,0.00571509497506217,KIRP,TCGA,TCGA-GL-7966-01
-0.560497333907632,-1.85577897569051,KIRP,TCGA,TCGA-DW-7842-01
-2.53166765265411,0.1570236733954,KIRP,TCGA,TCGA-BQ-5894-01
1.57555951396399,-1.39318516442947,KIRP,TCGA,TCGA-F9-A7VF-01
0.159941679376467,-1.99043947555916,KIRP,TCGA,TCGA-AT-A5NU-01
-0.847086303075467,-0.0279403466465999,KIRP,TCGA,TCGA-IA-A40Y-01
-2.39333803296436,0.135138112267163,KIRP,TCGA,TCGA-F9-A8NY-01
0.769155668828121,-1.42058587558194,KIRP,TCGA,TCGA-B9-4617-01
1.22984551448929,2.4392164065945,KIRP,TCGA,TCGA-GL-A4EM-01
0.491979856546539,2.88498467746855,KIRP,TCGA,TCGA-BQ-5891-01
-0.983230977789711,-1.50179857348486,KIRP,TCGA,TCGA-A4-7734-01
1.63018979741671,-0.395964642403475,KIRP,TCGA,TCGA-A4-8516-01
-0.339193051427499,-0.384066640252442,KIRP,TCGA,TCGA-B9-4117-01
1.62326906526559,2.24976945795365,KIRP,TCGA,TCGA-F9-A97G-01
-2.61335729846464,0.217348485865758,KIRP,TCGA,TCGA-A4-7915-01
0.43393787356337,0.42750542501358,KIRP,TCGA,TCGA-B9-A5W9-01
0.164449522365195,-1.87470056249764,KIRP,TCGA,TCGA-4A-A93W-01
-1.16525026951107,1.05625598347032,KIRP,TCGA,TCGA-A4-7583-01
1.37333958920685,1.20288930786601,KIRP,TCGA,TCGA-A4-A772-01
-0.596018191441394,-1.19910973640312,KIRP,TCGA,TCGA-A4-A7UZ-01
0.233338943863706,-0.120409484875057,KIRP,TCGA,TCGA-HE-7128-01
-2.77312322451982,-2.86700352946705,Normal_GTEx,GTEX,GTEX-ZYFD-1526-SM-5NQ7T
-3.25638935619455,-3.20489925480614,Normal_GTEx,GTEX,GTEX-ZC5H-1726-SM-5HL7X
-3.53152154593383,-3.20669667849921,Normal_GTEx,GTEX,GTEX-T5JC-1526-SM-4DM68
-2.98635877459528,-2.76380918115743,Normal_GTEx,GTEX,GTEX-13112-2126-SM-5GCO4
-3.09656586220475,-2.64496681094749,Normal_GTEx,GTEX,GTEX-ZYT6-2226-SM-5GIC9
-3.71071627576025,-3.22156848779625,Normal_GTEx,GTEX,GTEX-Y5V6-2026-SM-5IFHO
-3.2267317949869,-3.27235979621007,Normal_GTEx,GTEX,GTEX-WI4N-2026-SM-4OOS7
-3.48346905259171,-2.90844060376845,Normal_GTEx,GTEX,GTEX-ZDXO-0226-SM-4WKH7
-3.79077842161614,-3.20867288043183,Normal_GTEx,GTEX,GTEX-11OF3-1326-SM-5N9FJ
-3.33673469062224,-2.97337767013621,Normal_GTEx,GTEX,GTEX-ZYFG-1626-SM-5GZYY
-3.69705022441251,-3.16925202102401,Normal_GTEx,GTEX,GTEX-N7MS-1626-SM-3LK5F
-3.41072725275614,-3.10234588479649,Normal_GTEx,GTEX,GTEX-XPVG-0526-SM-4B65N
-3.77592711170158,-3.20901811438124,Normal_GTEx,GTEX,GTEX-13NYB-1726-SM-5N9G2
-2.54395454292879,-2.65893873766536,Normal_GTEx,GTEX,GTEX-11PRG-2226-SM-5GU5R
-3.18468085946065,-2.95465924474649,Normal_GTEx,GTEX,GTEX-12WSG-0826-SM-5EQ5A
-3.76112443371863,-3.15032488546649,Normal_GTEx,GTEX,GTEX-13OW6-1826-SM-5N9F9
-2.9873129129413,-2.75048425723524,Normal_GTEx,GTEX,GTEX-13RTJ-2226-SM-5S2Q1
-3.04938388271607,-2.66513603491787,Normal_GTEx,GTEX,GTEX-12696-0926-SM-5FQTV
-3.44965111005566,-3.18371853531552,Normal_GTEx,GTEX,GTEX-145MN-0326-SM-5QGQI
-3.15749645959029,-3.28998165458636,Normal_GTEx,GTEX,GTEX-1399S-0526-SM-5IJG8
-3.20982655649706,-2.72529217993428,Normal_GTEx,GTEX,GTEX-QLQW-1626-SM-4R1K1
-3.23567945539434,-3.17837246044781,Normal_GTEx,GTEX,GTEX-ZLFU-0926-SM-5P9F8
-3.35095564715307,-3.08729627452506,Normal_GTEx,GTEX,GTEX-1497J-0826-SM-5NQAJ
-2.95238462915336,-3.04297931390937,Normal_GTEx,GTEX,GTEX-147F4-2626-SM-5Q5CS
-3.21255001614348,-3.21495812238163,Normal_GTEx,GTEX,GTEX-NPJ8-2226-SM-3TW8D
-2.70515929302333,-2.79800635416357,Normal_GTEx,GTEX,GTEX-ZE9C-1426-SM-4WKGM
-3.05225697128667,-3.02160210016107,Normal_GTEx,GTEX,GTEX-13O1R-2526-SM-5N9FW
-2.19609235449129,-2.59305583982929,Normal_GTEx,GTEX,GTEX-T6MN-1826-SM-5CHQB
