database,direction,threshold,pathway_id,pathway_name,FDR,significant,gene_count,genes
Reactome,Down,LFC0,R-HSA-3214847,HATs acetylate histones,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-77289,Mitochondrial Fatty Acid Beta-Oxidation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-400508,"Incretin synthesis, secretion, and inactivation",1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-114604,GPVI-mediated activation cascade,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2424491,DAP12 signaling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2871796,FCERI mediated MAPK activation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2871809,FCERI mediated Ca+2 mobilization,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9014325,"TICAM1,TRAF6-dependent induction of TAK1 complex",1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-937042,IRAK2 mediated activation of TAK1 complex,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9645460,Alpha-protein kinase 1 signaling pathway,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-110312,Translesion synthesis by REV1,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-110313,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5655862,Translesion synthesis by POLK,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5656121,Translesion synthesis by POLI,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-73893,DNA Damage Bypass,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-202733,Cell surface interactions at the vascular wall,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9692914,SARS-CoV-1-host interactions,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1592230,Mitochondrial biogenesis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-163210,Formation of ATP by chemiosmotic coupling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-8949613,Cristae formation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-8852135,Protein ubiquitination,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9603798,Class I peroxisomal membrane protein import,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-425407,SLC-mediated transmembrane transport,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-425410,Metal ion SLC transporters,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-72613,Eukaryotic Translation Initiation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-72649,Translation initiation complex formation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-72689,Formation of a pool of free 40S subunits,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-72702,Ribosomal scanning and start codon recognition,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-72737,Cap-dependent Translation Initiation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1474290,Collagen formation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-112310,Neurotransmitter release cycle,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-181429,Serotonin Neurotransmitter Release Cycle,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-181430,Norepinephrine Neurotransmitter Release Cycle,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-210500,Glutamate Neurotransmitter Release Cycle,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-212676,Dopamine Neurotransmitter Release Cycle,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-264642,Acetylcholine Neurotransmitter Release Cycle,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2426168,Activation of gene expression by SREBF (SREBP),1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9707564,Cytoprotection by HMOX1,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9931509,"Expression of BMAL (ARNTL), CLOCK, and NPAS2",1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9933387,"RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression",1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-159418,Recycling of bile acids and salts,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-211976,Endogenous sterols,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9696264,RND3 GTPase cycle,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-380994,ATF4 activates genes in response to endoplasmic reticulum  stress,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-381042,PERK regulates gene expression,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9648895,Response of EIF2AK1 (HRI) to heme deficiency,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5250913,Positive epigenetic regulation of rRNA expression,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5250924,B-WICH complex positively regulates rRNA expression,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1566948,Elastic fibre formation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2129379,Molecules associated with elastic fibres,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9733709,Cardiogenesis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-211000,Gene Silencing by RNA,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5578749,Transcriptional regulation by small RNAs,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-8935690,Digestion,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-8963743,Digestion and absorption,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9925561,Developmental Lineage of Pancreatic Acinar Cells,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9909505,Modulation of host responses by IFN-stimulated genes,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-380108,Chemokine receptors bind chemokines,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5683826,Surfactant metabolism,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9958790,SLC-mediated transport of inorganic anions,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-390450,Folding of actin by CCT/TriC,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-6814122,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5620922,BBSome-mediated cargo-targeting to cilium,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-8964038,LDL clearance,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-166786,Creation of C4 and C2 activators,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-3299685,Detoxification of Reactive Oxygen Species,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-196757,Metabolism of folate and pterines,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1181150,Signaling by NODAL,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-189445,Metabolism of porphyrins,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-189483,Heme degradation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-879518,Organic anion transport by SLCO transporters,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9955298,SLC-mediated transport of organic anions,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-8956320,Nucleotide biosynthesis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9683701,Translation of Structural Proteins,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-6794361,Neurexins and neuroligins,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-73780,RNA Polymerase III Chain Elongation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-73980,RNA Polymerase III Transcription Termination,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-76061,RNA Polymerase III Transcription Initiation From Type 1 Promoter,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-76066,RNA Polymerase III Transcription Initiation From Type 2 Promoter,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-3928664,Ephrin signaling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-622312,Inflammasomes,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-844456,The NLRP3 inflammasome,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9660826,Purinergic signaling in leishmaniasis infection,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9664424,Cell recruitment (pro-inflammatory response),1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-156711,Polo-like kinase mediated events,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9827857,Specification of primordial germ cells,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1433617,Regulation of signaling by NODAL,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-264876,Insulin processing,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5620916,VxPx cargo-targeting to cilium,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-111932,CaMK IV-mediated phosphorylation of CREB,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-111933,Calmodulin induced events,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-111996,Ca-dependent events,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-111997,CaM pathway,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-112040,G-protein mediated events,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-112043,PLC beta mediated events,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1489509,DAG and IP3 signaling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-442729,CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-6803204,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-191273,Cholesterol biosynthesis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9969896,Lanosterol biosynthesis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5578768,Physiological factors,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5619507,Activation of HOX genes during differentiation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9943962,"CHD6, CHD7, CHD8, CHD9 subfamily",1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-392518,Signal amplification,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-428930,Thromboxane signalling through TP receptor,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-456926,Thrombin signalling through proteinase activated receptors (PARs),1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5669034,TNFs bind their physiological receptors,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2024101,CS/DS degradation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1296041,Activation of G protein gated Potassium channels,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1296059,G protein gated Potassium channels,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-202040,G-protein activation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-392170,ADP signalling through P2Y purinoceptor 12,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-392851,Prostacyclin signalling through prostacyclin receptor,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-4086398,Ca2+ pathway,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-418217,G beta:gamma signalling through PLC beta,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-418592,ADP signalling through P2Y purinoceptor 1,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-420092,Glucagon-type ligand receptors,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-445717,Aquaporin-mediated transport,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-451326,Activation of kainate receptors upon glutamate binding,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-500657,Presynaptic function of Kainate receptors,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-8964315,G beta:gamma signalling through BTK,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-8964616,G beta:gamma signalling through CDC42,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9634597,GPER1 signaling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9660821,ADORA2B mediated anti-inflammatory cytokines production,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9664433,Leishmania parasite growth and survival,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-977443,GABA receptor activation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-977444,GABA B receptor activation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-991365,Activation of GABAB receptors,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-997272,Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-6807047,Cholesterol biosynthesis via desmosterol (Bloch pathway),1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1679131,Trafficking and processing of endosomal TLR,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-111931,PKA-mediated phosphorylation of CREB,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-163359,Glucagon signaling in metabolic regulation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-163615,PKA activation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-164378,PKA activation in glucagon signalling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-170660,Adenylate cyclase activating pathway,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-170670,Adenylate cyclase inhibitory pathway,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-442720,CREB1 phosphorylation through the activation of Adenylate Cyclase,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-8963899,Plasma lipoprotein remodeling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-8964058,HDL remodeling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-174414,Processive synthesis on the C-strand of the telomere,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-174437,Removal of the Flap Intermediate from the C-strand,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5358508,Mismatch Repair,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5358565,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5358606,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5651801,PCNA-Dependent Long Patch Base Excision Repair,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5656169,Termination of translesion DNA synthesis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-69091,Polymerase switching,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-69109,Leading Strand Synthesis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-69166,Removal of the Flap Intermediate,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-69183,Processive synthesis on the lagging strand,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-69186,Lagging Strand Synthesis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-69190,DNA strand elongation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1227990,Signaling by ERBB2 in Cancer,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1250196,SHC1 events in ERBB2 signaling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1250342,PI3K events in ERBB4 signaling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1250347,SHC1 events in ERBB4 signaling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1963640,GRB2 events in ERBB2 signaling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1963642,PI3K events in ERBB2 signaling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-6785631,ERBB2 Regulates Cell Motility,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-8847993,ERBB2 Activates PTK6 Signaling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9664565,Signaling by ERBB2 KD Mutants,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9020591,Interleukin-12 signaling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-156588,Glucuronidation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9696270,RND2 GTPase cycle,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2142753,Arachidonate metabolism,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-3371568,Attenuation phase,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-3371571,HSF1-dependent transactivation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9830674,Formation of the ureteric bud,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-190242,FGFR1 ligand binding and activation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-190373,FGFR1c ligand binding and activation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9839373,Signaling by TGFBR3,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1169408,ISG15 antiviral mechanism,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1483249,Inositol phosphate metabolism,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-165054,Rev-mediated nuclear export of HIV RNA,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-168255,Influenza Infection,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-168273,Influenza Viral RNA Transcription and Replication,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-168274,Export of Viral Ribonucleoproteins from Nucleus,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-168276,NS1 Mediated Effects on Host Pathways,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-168325,Viral Messenger RNA Synthesis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-168333,NEP/NS2 Interacts with the Cellular Export Machinery,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-176033,Interactions of Vpr with host cellular proteins,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-177243,Interactions of Rev with host cellular proteins,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-180746,Nuclear import of Rev protein,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-180910,Vpr-mediated nuclear import of PICs,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1855170,IPs transport between nucleus and cytosol,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1855196,IP3 and IP4 transport between cytosol and nucleus,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1855229,IP6 and IP7 transport between cytosol and nucleus,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2980766,Nuclear Envelope Breakdown,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-3232142,SUMOylation of ubiquitinylation proteins,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-3214842,HDMs demethylate histones,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2029485,Role of phospholipids in phagocytosis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5218921,VEGFR2 mediated cell proliferation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-6804115,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2465910,MASTL Facilitates Mitotic Progression,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-6782315,tRNA modification in the nucleus and cytosol,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-381753,Olfactory Signaling Pathway,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9752946,Expression and translocation of olfactory receptors,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-391903,Eicosanoid ligand-binding receptors,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-193048,Androgen biosynthesis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-196071,Metabolism of steroid hormones,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-209776,Metabolism of amine-derived hormones,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-209822,Glycoprotein hormones,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-209952,Peptide hormone biosynthesis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-209968,Thyroxine biosynthesis,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-375281,Hormone ligand-binding receptors,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-975578,Reactions specific to the complex N-glycan synthesis pathway,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5668599,RHO GTPases Activate NADPH Oxidases,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9664420,Killing mechanisms,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9673324,WNT5:FZD7-mediated leishmania damping,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-888590,"GABA synthesis, release, reuptake and degradation",1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5654687,Downstream signaling of activated FGFR1,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5654693,FRS-mediated FGFR1 signaling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5654696,Downstream signaling of activated FGFR2,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5654700,FRS-mediated FGFR2 signaling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5654706,FRS-mediated FGFR3 signaling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5654708,Downstream signaling of activated FGFR3,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5654712,FRS-mediated FGFR4 signaling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-5654716,Downstream signaling of activated FGFR4,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9028731,Activated NTRK2 signals through FRS2 and FRS3,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-9696273,RND1 GTPase cycle,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-109704,PI3K Cascade,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-112399,IRS-mediated signalling,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-1226099,Signaling by FGFR in disease,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-169893,Prolonged ERK activation events,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-170968,Frs2-mediated activation,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-187687,Signalling to ERKs,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-201556,Signaling by ALK,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2428924,IGF1R signaling cascade,1,FALSE,0,""
Reactome,Down,LFC0,R-HSA-2428928,IRS-related events triggered by IGF1R,1,FALSE,0,""
