database,direction,threshold,pathway_id,pathway_name,FDR,significant,gene_count,genes
Reactome,Up,LFC1,R-HSA-176187,Activation of ATR in response to replication stress,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-453276,Regulation of mitotic cell cycle,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-6791312,TP53 Regulates Transcription of Cell Cycle Genes,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-68949,Orc1 removal from chromatin,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-68962,Activation of the pre-replicative complex,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-69002,DNA Replication Pre-Initiation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-69052,Switching of origins to a post-replicative state,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-69231,Cyclin D associated events in G1,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-69236,G1 Phase,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-69239,Synthesis of DNA,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-69306,DNA Replication,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-69563,p53-Dependent G1 DNA Damage Response,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-69615,G1/S DNA Damage Checkpoints,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-8848021,Signaling by PTK6,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9616222,Transcriptional regulation of granulopoiesis,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9675126,Diseases of mitotic cell cycle,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-2453902,The canonical retinoid cycle in rods (twilight vision),1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5365859,RA biosynthesis pathway,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9843970,Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9930044,Nuclear RNA decay,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-72187,mRNA 3'-end processing,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9770562,mRNA Polyadenylation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9842663,Signaling by LTK,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-159227,Transport of the SLBP independent Mature mRNA,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-159234,Transport of Mature mRNAs Derived from Intronless Transcripts,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-72202,Transport of Mature Transcript to Cytoplasm,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-2559585,Oncogene Induced Senescence,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-3214858,RMTs methylate histone arginines,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-3247509,Chromatin modifying enzymes,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-4839726,Chromatin organization,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9929491,SPOP-mediated proteasomal degradation of PD-L1(CD274),1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-3781860,Diseases associated with N-glycosylation of proteins,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-8876725,Protein methylation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9907900,Proteasome assembly,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-1442490,Collagen degradation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-177929,Signaling by EGFR,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-2691230,Signaling by NOTCH1 HD Domain Mutants in Cancer,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-2691232,Constitutive Signaling by NOTCH1 HD Domain Mutants,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-3928665,EPH-ephrin mediated repulsion of cells,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9013700,NOTCH4 Activation and Transmission of Signal to the Nucleus,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-111885,Opioid Signalling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-180024,DARPP-32 events,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-198725,Nuclear Events (kinase and transcription factor activation),1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-399956,CRMPs in Sema3A signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9006115,Signaling by NTRK2 (TRKB),1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9031628,NGF-stimulated transcription,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9931530,Phosphorylation and nuclear translocation of the CRY:PER:kinase complex,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-499943,Interconversion of nucleotide di- and triphosphates,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-373080,Class B/2 (Secretin family receptors),1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-418555,G alpha (s) signalling events,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-419812,Calcitonin-like ligand receptors,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-532668,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-901032,ER Quality Control Compartment (ERQC),1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-901042,Calnexin/calreticulin cycle,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-420029,Tight junction interactions,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-8934593,Regulation of RUNX1 Expression and Activity,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-4085377,SUMOylation of SUMOylation proteins,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-4755510,SUMOylation of immune response proteins,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-6794362,Protein-protein interactions at synapses,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-8849932,Synaptic adhesion-like molecules,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9013026,RHOB GTPase cycle,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9013106,RHOC GTPase cycle,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-1169091,Activation of NF-kappaB in B cells,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-1234174,Cellular response to hypoxia,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-1236974,ER-Phagosome pathway,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-1236975,Antigen processing-Cross presentation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-169911,Regulation of Apoptosis,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-179419,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-180534,Vpu mediated degradation of CD4,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-180585,Vif-mediated degradation of APOBEC3G,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-202403,TCR signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-202424,Downstream TCR signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-350562,Regulation of ornithine decarboxylase (ODC),1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-351202,Metabolism of polyamines,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-376176,Signaling by ROBO receptors,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-3858494,Beta-catenin independent WNT signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-4086400,PCP/CE pathway,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-4608870,Asymmetric localization of PCP proteins,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-4641257,Degradation of AXIN,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-4641258,Degradation of DVL,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5358346,Hedgehog ligand biogenesis,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5358351,Signaling by Hedgehog,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5362768,Hh mutants are degraded by ERAD,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5387390,Hh mutants abrogate ligand secretion,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5607764,CLEC7A (Dectin-1) signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5610780,Degradation of GLI1 by the proteasome,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5610783,Degradation of GLI2 by the proteasome,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5610787,Hedgehog 'off' state,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5632684,Hedgehog 'on' state,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5676590,NIK-->noncanonical NF-kB signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5678895,Defective CFTR causes cystic fibrosis,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5687128,MAPK6/MAPK4 signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5689603,UCH proteinases,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5689901,Metalloprotease DUBs,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-68867,Assembly of the pre-replicative complex,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-69541,Stabilization of p53,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-69601,Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-69613,p53-Independent G1/S DNA Damage Checkpoint,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-8939902,Regulation of RUNX2 expression and activity,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-8941858,Regulation of RUNX3 expression and activity,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9020702,Interleukin-1 signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9604323,Negative regulation of NOTCH4 signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9764561,Regulation of CDH1 Function,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9766229,Degradation of CDH1,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9824272,Somitogenesis,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9929356,GSK3B-mediated proteasomal degradation of PD-L1(CD274),1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9931269,AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274),1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9932298,Degradation of CRY and PER proteins,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9948299,Ribosome-associated quality control,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-112382,Formation of RNA Pol II elongation complex,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-113418,Formation of the Early Elongation Complex,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-167152,Formation of HIV elongation complex in the absence of HIV Tat,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-167158,Formation of the HIV-1 Early Elongation Complex,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-167160,RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-167161,HIV Transcription Initiation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-167162,RNA Polymerase II HIV Promoter Escape,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-167169,HIV Transcription Elongation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-167172,Transcription of the HIV genome,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-167200,Formation of HIV-1 elongation complex containing HIV-1 Tat,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-167246,Tat-mediated elongation of the HIV-1 transcript,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-674695,RNA Polymerase II Pre-transcription Events,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-6807505,RNA polymerase II transcribes snRNA genes,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-72086,mRNA Capping,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-73762,RNA Polymerase I Transcription Initiation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-73772,RNA Polymerase I Promoter Escape,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-73776,RNA Polymerase II Promoter Escape,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-73854,RNA Polymerase I Promoter Clearance,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-75953,RNA Polymerase II Transcription Initiation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-75955,RNA Polymerase II Transcription Elongation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-76042,RNA Polymerase II Transcription Initiation And Promoter Clearance,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-77075,RNA Pol II CTD phosphorylation and interaction with CE,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-163560,Triglyceride catabolism,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-8979227,Triglyceride metabolism,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9706019,RHOBTB3 ATPase cycle,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-6811438,Intra-Golgi traffic,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-2142789,Ubiquinol biosynthesis,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-8978934,Metabolism of cofactors,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-390466,Chaperonin-mediated protein folding,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-391251,Protein folding,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-170834,Signaling by TGF-beta Receptor Complex,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9006936,Signaling by TGFB family members,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5368286,Mitochondrial translation initiation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5419276,Mitochondrial translation termination,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9937383,Mitochondrial ribosome-associated quality control,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-392154,Nitric oxide stimulates guanylate cyclase,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-418346,Platelet homeostasis,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-418457,cGMP effects,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-6784531,tRNA processing in the nucleus,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-72306,tRNA processing,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9749641,Aspirin ADME,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-167238,Pausing and recovery of Tat-mediated HIV elongation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-167243,Tat-mediated HIV elongation arrest and recovery,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-167287,HIV elongation arrest and recovery,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-167290,Pausing and recovery of HIV elongation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9018519,Estrogen-dependent gene expression,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9013418,RHOBTB2 GTPase cycle,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9013422,RHOBTB1 GTPase cycle,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9706574,RHOBTB GTPase Cycle,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-182971,EGFR downregulation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-1295596,Spry regulation of FGF signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-190236,Signaling by FGFR,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5654726,Negative regulation of FGFR1 signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5654727,Negative regulation of FGFR2 signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5654732,Negative regulation of FGFR3 signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5654733,Negative regulation of FGFR4 signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5654736,Signaling by FGFR1,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5654738,Signaling by FGFR2,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5654741,Signaling by FGFR3,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5654743,Signaling by FGFR4,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-6807004,Negative regulation of MET activity,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-8875360,InlB-mediated entry of Listeria monocytogenes into host cell,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-8876384,Listeria monocytogenes entry into host cells,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9013420,RHOU GTPase cycle,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5674135,MAP2K and MAPK activation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-6802949,Signaling by RAS mutants,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9649948,Signaling downstream of RAS mutants,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9656223,Signaling by RAF1 mutants,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9617828,FOXO-mediated transcription of cell cycle genes,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9682385,FLT3 signaling in disease,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9700206,Signaling by ALK in cancer,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9703465,Signaling by FLT3 fusion proteins,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9932444,ATP-dependent chromatin remodelers,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9937848,CHD chromatin remodelers,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9943411,CHD1 and CHD2 subfamily,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9937850,NuRD complex assembly,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9940951,Interaction of NuRD complexes with transcription factors,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9943965,"CHD3, CHD4, CHD5 subfamily",1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-5625900,RHO GTPases activate CIT,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-1502540,Signaling by Activin,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9931510,Phosphorylated BMAL1:CLOCK (ARNTL:CLOCK) activates expression of core clock genes,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-2408522,Selenoamino acid metabolism,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-2173788,Downregulation of TGF-beta receptor signaling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-2173789,TGF-beta receptor signaling activates SMADs,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-1221632,Meiotic synapsis,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-2468052,Establishment of Sister Chromatid Cohesion,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-2470946,Cohesin Loading onto Chromatin,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-3214815,HDACs deacetylate histones,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-418597,G alpha (z) signalling events,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-111471,Apoptotic factor-mediated response,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-3232118,SUMOylation of transcription factors,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-8853884,Transcriptional Regulation by VENTX,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-428540,Activation of RAC1,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9013406,RHOQ GTPase cycle,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9013407,RHOH GTPase cycle,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9013408,RHOG GTPase cycle,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9013409,RHOJ GTPase cycle,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9013424,RHOV GTPase cycle,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-74158,RNA Polymerase III Transcription,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-749476,RNA Polymerase III Abortive And Retractive Initiation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-76046,RNA Polymerase III Transcription Initiation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-76071,RNA Polymerase III Transcription Initiation From Type 3 Promoter,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-1222556,ROS and RNS production in phagocytes,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-74752,Signaling by Insulin receptor,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-77387,Insulin receptor recycling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-917937,Iron uptake and transport,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-917977,Transferrin endocytosis and recycling,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9639288,Amino acids regulate mTORC1,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9711097,Cellular response to starvation,1,FALSE,0,""
Reactome,Up,LFC1,R-HSA-9033658,Blood group systems biosynthesis,1,FALSE,0,""
